url;Perfume;Brand;Country;Gender;Rating Value;Rating Count;Year;Top;Middle;Base;Perfumer1;Perfumer2;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5;Url
1756;tabac-man;maurer-wirtz;Germany;men;3,86;136;;lavender, orange, bergamot, mint;coriander, vetiver, cardamom, geranium;sandalwood, nutmeg, vanilla, patchouli;unknown;;aromatic;fresh spicy;woody;lavender;warm spicy;1756
10613;nejma-1;nejma;France;unisex;3,86;118;2014.0;saffron, rose hip, thyme;bulgarian rose, incense, jasmine;agarwood (oud), patchouli;alice lavenat;;warm spicy;oud;rose;fresh spicy;aromatic;10613
10621;puro;nejma;France;men;3,86;44;2010.0;rum, mint, lime;cactus, cinnamon;tobacco, mahogany, vetiver;christian bousidan;;woody;green;tobacco;aromatic;rum;10621
56183;gauss;thera-cosmeticos;Brazil;men;3,86;42;2018.0;red fruits, raspberry, cassis;iris, cedar, patchouli, cinnamon;vanilla, amber, vetiver, tonka bean;m�rio torri neto;;fruity;iris;sweet;powdery;woody;56183
67036;rendez-vous;teo-cabanel;France;unisex;3,86;227;2021.0;mimosa, almond, violet leaf;violet, jasmine, orange blossom, rose;white musk, vanilla, tonka bean;marie schnirer;;powdery;yellow floral;floral;sweet;almond;67036
24500;spf-forever-free-man;springfield;Spain;men;3,86;43;;black pepper, lemon;cedar, vetiver;amber;unknown;;woody;fresh spicy;aromatic;citrus;amber;24500
12285;o-zone-green-wave;sergio-tacchini;Italy;men;3,86;36;2011.0;grass, bergamot, amalfi lemon;vetiver, mandarin orange, red apple;green notes, virginia cedar;unknown;;green;citrus;woody;fresh;aromatic;12285
32613;forbidden-for-man;police;Italy;men;3,86;35;2016.0;black pepper, bergamot;cardamom, lavender;amber, musk;unknown;;fresh spicy;warm spicy;aromatic;amber;lavender;32613
12149;passenger-cruise-for-men;s-t-dupont;France;men;3,86;174;2011.0;sea water, green notes, amalfi lemon, mandarin orange;iris, jasmine, toffee, nutmeg, cardamom;virginia cedar, sandalwood, patchouli, amber;unknown;;marine;aromatic;woody;citrus;green;12149
27042;so-dupont-pour-homme;s-t-dupont;France;men;3,86;74;2014.0;grapefruit, white pepper, bergamot;apple, mint, cedar;tonka bean, vanilla, sandalwood;unknown;;fresh spicy;green;aromatic;citrus;vanilla;27042
24695;cloud-9;roads;Ireland;unisex;3,86;74;2014.0;chamomile;jasmine, geranium;musk, sandalwood, amber;unknown;;musky;powdery;herbal;woody;aromatic;24695
37594;gypsy-blood-romano-rat;nimere-parfums;Russia;unisex;3,86;28;2016.0;saffron, aldehydes, bergamot, lemon, petitgrain;coriander, carnation, iris, ylang-ylang, jasmine;leather, amberwood, benzoin, amber, cashmeran, musk, vanilla, tonka bean;nikolay eremin;;amber;warm spicy;leather;woody;aromatic;37594
9854;deauville-pour-homme;michel-germain;Canada;men;3,86;132;;lavender, clementine, sage;nutmeg, pepper;orris root, amber, tobacco, oak moss;unknown;;fresh spicy;iris;lavender;earthy;amber;9854
55256;jet-black;michael-malul-london;USA;men;3,86;35;2019.0;bergamot, lavender;cinnamon, leather, mimosa;guaiac wood, tobacco, opoponax, oakmoss;unknown;;cinnamon;woody;warm spicy;sweet;tobacco;55256
47840;the-smart-set;m-int;Italy;unisex;3,86;50;2016.0;grapefruit, bergamot, pepper;cedar, plum, cloves;vetiver, patchouli, coffee;nathalie lorson;;woody;citrus;aromatic;fresh spicy;earthy;47840
33285;grey-point;la-rive;Poland;men;3,86;58;;violet, bergamot;apple, violet, jasmine;musk, cedar, vetiver;unknown;;woody;fruity;powdery;fresh;musky;33285
4475;te-bianco;l-erbolario;Italy;unisex;3,86;105;;bergamot, grapefruit, orange;white tea, peach, jasmine, jasmine sambac, rose, apple;mate, moss, cedar, coumarin, guaiac wood;unknown;;citrus;green;woody;fresh spicy;fresh;4475
80458;masa;kajal;UAE;unisex;3,86;183;2023.0;mirabelle, ginger, grapefruit, bergamot;watery notes, cardamom, patchouli, petitgrain;vetiver, amber, vanilla, violet, atlas cedar, guaiac wood;marc daniel heimgartner;;woody;warm spicy;aromatic;citrus;aquatic;80458
1454;paradox-for-men;jacomo;France;men;3,86;86;1999.0;pomelo, mango, basil, mandarin orange, green notes, pepper;mangosteen, cardamom, honey, cedar;oakmoss, vetiver, sandalwood, amber, vanilla, musk;christine nagel;;woody;aromatic;tropical;citrus;fresh spicy;1454
11815;piper-leather;illuminum;UK;unisex;3,86;83;2011.0;black pepper, coriander;leather, carrot seeds, jasmine;civetta, olibanum, musk;michael boadi;;animalic;musky;leather;fresh spicy;powdery;11815
11808;white-datura;illuminum;UK;unisex;3,86;70;2011.0;cardamom, orange, lemon, bergamot, citruses;datura, jasmine, pink pepper;vanille, patchouli, musk;michael boadi;;white floral;citrus;warm spicy;vanilla;aromatic;11808
11806;white-gardenia-petals;illuminum;UK;unisex;3,86;276;2011.0;bergamot, lily, cassis;gardenia, lily-of-the-valley, jasmine, ylang-ylang;precious woods, amber;michael boadi;;white floral;green;fresh;;;11806
76599;char;henry-rose;USA;unisex;3,86;131;2022.0;tonka bean, african ginger, labdanum;indonesian patchouli leaf, african orange flower;haitian vetiver;yves cassar;;woody;aromatic;amber;warm spicy;earthy;76599
82457;cocomint;helan;Italy;unisex;3,86;35;2023.0;mint, coconut milk;coconut, praline, peach blossom;vanilla, tonka, malt;unknown;;vanilla;green;sweet;aromatic;coconut;82457
16422;lago-del-desierto;fueguia-1833;Argentina;unisex;3,86;86;2010.0;musk;woody notes;woody notes;julian bedel;;musky;woody;powdery;;;16422
63238;s-il-vous-play;francesca-dell-oro;Italy;unisex;3,86;79;2020.0;sichuan pepper, nutmeg, pink grapefruit;amber, vanilla flower, lemon blossom;bourbon vetiver, sandalwood, citruses, rhubarb;unknown;;fresh spicy;citrus;woody;amber;aromatic;63238
46622;irupe;francesca-dell-oro;Italy;unisex;3,86;66;2017.0;bay leaf, mint, sea notes;tuberose, gardenia, melon, carnation;cardamom, pink pepper, vanilla, woody notes, oakmoss;bertrand duchaufour;;white floral;aromatic;tuberose;fresh spicy;green;46622
30839;no-9;eutopie;France;unisex;3,86;69;2015.0;sage, bergamot, nutmeg;violet leaf, jasmine;vetiver, cedar, moss, musk;sonia constant;;aromatic;woody;ozonic;herbal;earthy;30839
41915;club-6-cassino;eudora;Brazil;men;3,86;74;2016.0;black pepper, ginger;nutmeg, lavender, fig;amber, tonka bean, musk, accord eudora�;unknown;;amber;fresh spicy;warm spicy;woody;animalic;41915
31620;io-myself;etro;Italy;unisex;3,86;166;2015.0;papyrus, bergamot, lemon, mandarin orange;turkey red rose, saffron, cedar;agarwood (oud), styrax, labdanum;unknown;;oud;rose;amber;woody;warm spicy;31620
40296;z-zegna-new-york;ermenegildo-zegna;Italy;men;3,86;42;2016.0;rum;artemisia;patchouli;trudi loren;;herbal;patchouli;woody;aromatic;warm spicy;40296
47287;cuir-d-orient-secret-vi;eisenberg;France;men;3,86;84;2017.0;raspberry, cassis, saffron, pepper;leather, incense, violet, rose, jasmine;amber, palisander rosewood, labdanum, praline, musk, sandalwood;unknown;;amber;leather;smoky;warm spicy;fruity;47287
1544;eau-d-italie;eau-d-italie;Italy;unisex;3,86;372;2004.0;bergamot, black currant, incense;clay, magnolia, tuberose;clover, musk, patchouli, amber;bertrand duchaufour;;floral;clay;green;citrus;earthy;1544
78717;musc-oli;caron;France;unisex;3,86;87;2022.0;damask rose;javanol, cashmeran;ambroxan, muscenone;jean jacques;;woody;amber;musky;lactonic;powdery;78717
60967;drakon;carner-barcelona;Spain;unisex;3,86;124;2020.0;cypress, betel pepper, black pepper;cypriol oil or nagarmotha, akigalawood, orange blossom;balsam fir, leather, sandalwood;unknown;;woody;fresh spicy;aromatic;leather;;60967
43761;metal-sensation;byblos;Italy;men;3,86;29;2017.0;nutmeg, cardamom, lime, bergamot;orange blossom, pineapple, cedar;oakmoss, sandalwood, amber, guaiac wood;celine ripert;;white floral;sweet;fresh spicy;woody;fruity;43761
2738;magic-man;bruno-banani;Germany;men;3,86;338;2008.0;spices, gin, guatemalan cardamom;cacao pod, cyclamen, tagetes;patchouli, amber;unknown;;warm spicy;aromatic;woody;cacao;patchouli;2738
30518;rosa-di-filare;bois-1920;Italy;unisex;3,86;152;2012.0;litchi, black currant, mandarin orange, bergamot;bulgarian rose, turkish rose, lily-of-the-valley, bamboo;cedar, patchouli, amber, iris;unknown;;rose;woody;fruity;floral;citrus;30518
45675;vanilla-black-pepper;bohoboco;Poland;unisex;3,86;217;2016.0;rosebay willowherb, orange blossom;resins, heliotrope, rose;vanilla, black pepper, cedar, white musk;unknown;;vanilla;fresh spicy;powdery;woody;amber;45675
63999;amberlievable;astrophil-stella;Italy;unisex;3,86;104;2020.0;orange blossom, bergamot;amber, opoponax, ylang-ylang, elemi;vanilla, guaiac wood, sandalwood, cedar, patchouli;luca maffei;;woody;amber;balsamic;sweet;powdery;63999
64458;venetian;armaf;UAE;men;3,87;47;;citruses, petitgrain, orange, cardamom;rose, lavender, jasmine, lily-of-the-valley;vetiver, oakmoss, musk;unknown;;citrus;aromatic;earthy;woody;mossy;64458
57115;maxime;avon;USA;men;3,87;99;2019.0;pineapple, mandarin leaf, nutmeg;precious woods, sea salt, cardamom;olibanum, cinnamon, leather;clement gavarry;pascal gaurin;woody;warm spicy;fruity;fresh spicy;sweet;57115
3257;hamptons;bond-no-9;USA;unisex;3,87;580;2005.0;bergamot, lime (linden) blossom, lemon, sage, cedar;jasmine, turkish rose, magnolia;musk, sandalwood, amber;ren� morgenthaler;;citrus;floral;aromatic;powdery;woody;3257
18903;burberry-brit-rhythm;burberry;UK;men;3,87;1225;2013.0;juniper berries, cardamom, verbena, basil;leather, patchouli, styrax;tonka bean, cedar, incense;unknown;;aromatic;woody;amber;warm spicy;leather;18903
7614;burberry-sport-for-men;burberry;UK;men;3,87;835;2010.0;ginger, grapefruit, grass, wheat;sea water, juniper berries;virginia cedar, musk, amber;unknown;;warm spicy;aromatic;citrus;marine;fresh;7614
50602;bvlgari-man-wood-essence;bvlgari;Italy;men;3,87;2157;2018.0;citruses with sugar, lemon zest, coriander leaf;cypress, cedar, vetiver;benzoin;alberto morillas;;woody;aromatic;citrus;amber;fresh spicy;50602
40622;belle-de-tanger;byredo;Sweden;unisex;3,87;52;2016.0;bitter orange;orris, violet;cashmere wood;unknown;;citrus;powdery;woody;iris;violet;40622
275;ck-be;calvin-klein;USA;unisex;3,87;5300;1996.0;lavender, green notes, bergamot, mint, juniper, mandarin orange;green grass, peach, jasmine, freesia, magnolia, orchid;musk, sandalwood, cedar, vanilla, amber, opoponax;ren� morgenthaler;;green;aromatic;woody;powdery;lavender;275
59859;eternity-for-men-summer-2020;calvin-klein;USA;men;3,87;102;2020.0;sage, star anise, bergamot;coconut nectar, saffron, osmanthus;australian sandalwood, olibanum, labdanum;unknown;;soft spicy;aromatic;woody;amber;anis;59859
3230;energy-c-grapefruit;comme-des-garcons;France;unisex;3,87;38;2008.0;grapefruit, petitgrain, cassis;mandarin orange, neroli, jasmine;oakmoss, iris, musk, vetiver;nathalie feisthauer;;citrus;aromatic;earthy;green;woody;3230
69191;milk;commodity;USA;unisex;3,87;1940;2021.0;milk;marshmallow, natural musk;tonka bean, mahogany;christelle laprade;;sweet;woody;lactonic;powdery;musky;69191
24781;cedre-blanc;creed;France;unisex;3,87;235;2014.0;bergamot, bay leaf, galbanum, cardamom;geranium, lily, jasmine;cedar, vetiver, sandalwood;julien rasquinet;;aromatic;woody;fresh spicy;green;citrus;24781
5578;cool-water-man-cool-summer;davidoff;Switzerland;men;3,87;46;2009.0;sea water, citruses;amalfi lemon, mint, violet, geranium, artemisia;sandalwood, teak wood, musk, amber;unknown;;aromatic;citrus;marine;fresh spicy;woody;5578
66374;cool-water-street-fighter-champion-summer-edition-for-him;davidoff;Switzerland;men;3,87;129;2021.0;mandarin orange;pepper;guaiac wood;j�r�me di marino;;citrus;fresh spicy;woody;warm spicy;;66374
60038;light-blue-love-is-love-pour-homme;dolce-gabbana;Italy;men;3,87;341;2020.0;grapefruit, granny smith apple, bergamot, mandarin orange;apple, ice cream, rosemary, pink pepper;amberwood, vanilla, musk;unknown;;citrus;fresh spicy;woody;aromatic;vanilla;60038
20540;american-eagle-aeo-1977;american-eagle;USA;men;3,87;39;2013.0;water notes, green notes, bergamot;cedar, clary sage, basil;precious woods, patchouli, musk;unknown;;woody;aromatic;green;aquatic;fresh spicy;20540
16629;antalya;gritti;Italy;unisex;3,87;135;2010.0;sea water, myrtle;woody notes, cedar, tobacco;seaweed, amber;unknown;;marine;aromatic;woody;aquatic;herbal;16629
64359;guilty-love-edition-mmxxi-pour-homme;gucci;Italy;men;3,87;101;2021.0;italian lemon, pink pepper;lavender, orange blossom, honey, neroli;patchouli, cedar;alberto morillas;;citrus;white floral;lavender;aromatic;woody;64359
73560;tears-from-the-moon;gucci;Italy;unisex;3,87;199;2022.0;peony;lily-of-the-valley;stephanotis;alberto morillas;;white floral;fresh;floral;rose;green;73560
62744;boss-bottled-eau-de-parfum;hugo-boss;Germany;men;3,87;885;2020.0;apple, black pepper, bergamot;cinnamon, cardamom, chestnut;musk, vetiver;honorine blanc;;warm spicy;fresh spicy;cinnamon;fruity;aromatic;62744
53339;boss-bottled-oud-aromatic;hugo-boss;Germany;men;3,87;152;2019.0;orange blossom;myrhh;agarwood (oud);unknown;;white floral;oud;amber;sweet;citrus;53339
66466;boss-bottled-united-eau-de-parfum;hugo-boss;Germany;men;3,87;84;2021.0;blood orange, buchu or agathosma;mint, orris;cashmeran, vetiver, patchouli;unknown;;woody;aromatic;citrus;green;earthy;66466
80400;boss-in-motion-2022;hugo-boss;Germany;men;3,87;202;2022.0;bergamot, violet leaves, pink pepper, basil;cinnamon, cardamom, nutmeg;woody notes, musk, sandalwood, vetiver;unknown;;warm spicy;fresh spicy;citrus;aromatic;cinnamon;80400
12311;hugo-just-different;hugo-boss;Germany;men;3,87;2006;2011.0;mint, granny smith apple;basil, freesia, coriander;cashmeran, patchouli, labdanum, olibanum;unknown;;green;aromatic;fresh spicy;woody;fruity;12311
58823;hugo-now;hugo-boss;Germany;men;3,87;179;2020.0;lemon zest, cardamom;watery notes, ice, mint, lavender;haitian vetiver;frank voelkl;;aquatic;fresh;aromatic;citrus;green;58823
51356;l-eau-super-majeure-d-issey;issey-miyake;Japan;men;3,87;612;2018.0;clary sage, citruses, rosemary;sea notes, sea salt, woody notes, cashmeran, patchouli;smoke, amberwood, tonka bean, leather, madagascar vanilla;aure?lien guichard;fabrice pellegrin;woody;aromatic;marine;salty;amber;51356
55758;velvet-rose-oud-cologne-intense;jo-malone-london;UK;unisex;3,87;47;2019.0;cloves;damask rose;agarwood (oud), praline;unknown;;oud;rose;sweet;warm spicy;lactonic;55758
77430;vanilla-royale-sugared-patchouli-64-eau-de-parfum-intense;kayali-fragrances;UAE;unisex;3,87;1171;2022.0;rum, vanilla orchid, jasmine;vanilla, creme brulee, spicy notes, tonka bean, leather, rose;patchouli, brown sugar, agarwood (oud), sugar, amber, musk;gabriela chelariu;;sweet;vanilla;warm spicy;patchouli;woody;77430
79846;yum-pistachio-gelato-33;kayali-fragrances;UAE;unisex;3,87;3480;2023.0;pistachio, ice cream, bergamot, hazelnut, rum, cardamom;lily-of-the-valley, pear, jasmine, peony, geranium, raspberry, white peach;whipped cream, marshmallow, cotton candy, tonka bean, loukhoum, sandalwood, cacao, cedar;olivier cresp;s�bastien cresp;sweet;woody;vanilla;nutty;powdery;79846
31207;totem-yellow;kenzo;France;unisex;3,87;199;2015.0;pink grapefruit, lemon;tea, hedione, peach, rose;leather, woody notes, white musk;christophe raynaud;;citrus;green;leather;woody;fresh;31207
53798;bana-banana;l-artisan-parfumeur;France;unisex;3,87;551;2019.0;violet leaf, mace, pepper;banana flower, iris, jasmine;amber, tonka bean, musk;celine ellena;;fruity;amber;floral;powdery;iris;53798
33648;balafre;lancome;France;men;3,87;68;2011.0;green notes, lime, chamomile, cypress, lavender, neroli;pine needles, clary sage, geranium, carnation, cedar;oakmoss, vetiver, leather, musk, amber;unknown;;aromatic;woody;green;fresh spicy;citrus;33648
84249;lavande-31;le-labo;USA;unisex;3,87;335;2023.0;neroli, bergamot;lavender;musk, tonka, amber;daphn� bugey;;citrus;musky;lavender;aromatic;fresh spicy;84249
40561;delice;m-micallef;France;unisex;3,87;288;2016.0;nutmeg, bay leaf, orange;plum, cinnamon, rose;agarwood (oud), vanilla;jean-claude astier;;fresh spicy;oud;fruity;cinnamon;sweet;40561
40562;glamour;m-micallef;France;unisex;3,87;362;2016.0;apple, peach, nutmeg, cinnamon, saffron;jasmine, plum, rose;cashmere wood, vanilla, white musk, sandalwood;jean-claude astier;;fruity;white floral;woody;musky;powdery;40562
79941;rose-petals;maison-alhambra;UAE;unisex;3,87;258;;may rose, bulgarian rose;turkish rose, saffron;patchouli, tonka bean, vanilla;unknown;;rose;vanilla;warm spicy;patchouli;floral;79941
64805;matcha-meditation;maison-martin-margiela;France;unisex;3,87;2514;2021.0;green tea, bergamot, mandarin orange;jasmine, mate, orange blossom, matcha tea;white chocolate, moss, cedar;alexandra carlin;maurice roucel;white floral;green;sweet;citrus;fresh;64805
77998;sherwood;memo-paris;France;unisex;3,87;340;2022.0;carrot seeds, black currant, pink pepper;orange blossom, damask rose, spices;sandalwood, cashmeran, oak;juliette karagueuzoglou;;woody;powdery;musky;warm spicy;white floral;77998
23364;aoud-melody;montale;France;unisex;3,87;406;2014.0;agarwood (oud), elemi, saffron, leather, cloves;rose, ylang-ylang, jasmine;amber, sandalwood, musk;pierre montale;;warm spicy;oud;aromatic;leather;woody;23364
87141;holy-neroli;montale;France;unisex;3,87;134;2023.0;neroli, bitter orange, sicilian bergamot;tunisian orange blossom, bulgarian rose, cedar;vanilla sugar, musk, amber;pierre montale;;citrus;white floral;vanilla;powdery;musky;87141
14522;a-men-pure-shot;mugler;France;men;3,87;757;2012.0;juniper berries, mint;white pepper, cardamom;patchouli, sequoia;jacques huclier;;aromatic;fresh spicy;woody;warm spicy;green;14522
26033;freshness-yellow-pitanga-pitanga-amarela;natura;Brazil;unisex;3,87;84;2012.0;citruses, green notes;fruits, cherry;woody notes;ver�nica kato;;citrus;green;fruity;woody;fresh;26033
74668;tempfluo;nishane;Turkey;unisex;3,87;336;2022.0;saffron, mandarin orange, bergamot;orange blossom, praline, jasmine sambac;cashmere wood, vanilla, cedar;anne flipo;;citrus;white floral;sweet;woody;warm spicy;74668
53767;prive;ormonde-jayne;UK;unisex;3,87;331;2018.0;rice basmati, freesia, coriander, osmanthus, bergamot, neroli, green mandarin, pink pepper, petitgrain;orris, clary sage, magnolia, gardenia, black currant, jasmine;musk, ambroxan, sandalwood, vanilla, tonka bean;unknown;;floral;citrus;aromatic;soft spicy;powdery;53767
11767;shagya;parfums-de-marly;France;men;3,87;402;2009.0;lime, bergamot, pink pepper;agarwood (oud), virginia cedar, geranium;vetiver, guaiac wood, papyrus, musk;sidonie lancesseur;;woody;aromatic;oud;fresh spicy;citrus;11767
84257;a-balm-of-calm;penhaligon-s;UK;unisex;3,87;102;2023.0;clary sage, cardamom, lavender;geranium, iris, rum;sandalwood, vetiver, oak;unknown;;aromatic;woody;warm spicy;powdery;fresh spicy;84257
9400;eau-de-verveine;penhaligon-s;UK;unisex;3,87;82;1949.0;clary sage, coriander, bergamot, petitgrain, lime, amalfi lemon;lavender, clove;virginia cedar, musk, vanille;unknown;;aromatic;citrus;soft spicy;lavender;fresh spicy;9400
35897;equinox-bloom;penhaligon-s;UK;unisex;3,87;390;2016.0;neroli, hortensia, violet leaf;frangipani, jasmine sambac, orange blossom;brown sugar, ambroxan, siam benzoin;olivier cresp;;floral;white floral;sweet;amber;tropical;35897
18598;polo-red;ralph-lauren;USA;men;3,87;3087;2013.0;cranberry, grapefruit, italian lemon;saffron, sage;amber, coffee, woodsy notes;olivier gillotin;;citrus;fruity;amber;warm spicy;coffee;18598
68282;ralph-s-club;ralph-lauren;USA;men;3,87;1497;2021.0;lavender, clary sage;virginia cedar;vetiver;dominique ropion;;aromatic;lavender;woody;soft spicy;earthy;68282
19526;khaltat-al-oudh;rasasi;UAE;unisex;3,87;198;;rose, agarwood (oud);amber, woody notes;sandalwood, musk;unknown;;woody;rose;oud;powdery;amber;19526
966;dalimix;salvador-dali;Spain;unisex;3,87;570;1996.0;melon, mandarin orange, peach;mignonette, cyclamen, rose;oakmoss, cedar, sandalwood, raspberry;martin gras;;fruity;woody;floral;sweet;citrus;966
54289;valencia;swiss-arabian;UAE;unisex;3,87;113;;apple, lemon, bergamot;rose, jasmine, gardenia, peony;sandalwood, musk, amber, powdery notes;unknown;;citrus;powdery;white floral;rose;fresh;54289
16523;white-fire;tiziana-terenzi;Italy;unisex;3,87;796;2012.0;watery notes, green leaves;chinese jasmine, fern, white amber;musk, sandalwood, amber;paolo terenzi;;white floral;musky;aquatic;powdery;green;16523
73546;walking-in-porta-venezia;trussardi;Italy;unisex;3,87;147;2022.0;star anise, lemon, black pepper, belanis;wormwood, artemisia, violet leaves, geranium;balsam fir, patchouli, bourbon vanilla, cedar;pierre-constantin gu�ros;;aromatic;fresh spicy;woody;anis;soft spicy;73546
49861;valentino-noir-absolu-musc-essence;valentino;Italy;unisex;3,87;152;2018.0;aldehydes, heliotrope;rose, orange blossom;tonka bean, woody notes;olivier pescheux;;aldehydic;rose;vanilla;fresh;powdery;49861
42054;la-nuit-de-l-homme-eau-electrique;yves-saint-laurent;France;men;3,87;958;2017.0;green apple, lemon, mandarin orange;geranium, lavender, sage, orange blossom;vanilla, tonka bean, cashmere wood, cedar, patchouli, vetiver;unknown;;aromatic;vanilla;fresh spicy;woody;citrus;42054
45956;yves-saint-laurent-y;yves-saint-laurent;France;men;3,87;3429;2017.0;aldehydes, bergamot, ginger, mint, lemon;apple, violet leaf, pineapple, sage, geranium;ambergris, musk, cedar, balsam fir, incense, vetiver;dominique ropion;;aromatic;fresh;citrus;fresh spicy;green;45956
69128;incense-sunset;zara;Spain;unisex;3,87;119;2021.0;mandarin orange;cedar;incense;jo malone;;woody;citrus;amber;smoky;balsamic;69128
61583;koala;zoologist-perfumes;Canada;unisex;3,87;495;2020.0;eucalyptus, pine tree, honey, citruses, mimosa;black tea, spices, vetiver, incense, geranium;musk, sandalwood, oakmoss, amber, vanilla;spyros drosopoulos;;woody;aromatic;camphor;warm spicy;powdery;61583
74638;sacred-scarab;zoologist-perfumes;Canada;unisex;3,87;538;2022.0;aldehydes, civet, lemon;lotus, red wine, plum;myrrh, incense, oakmoss, benzoin, amber, musk, labdanum, styrax, galbanum, raisin, cedar, cade oil;sultan pasha;;amber;musky;aldehydic;balsamic;animalic;74638
78749;l-eau-revee-d-aria;sisley;France;unisex;3,87;122;2023.0;ginger, bergamot, mandarin orange;osmanthus, peach, nutmeg, black currant;patchouli, leather, vanilla, benzoin;unknown;;citrus;fruity;warm spicy;fresh spicy;floral;78749
12522;london;playboy;USA;men;3,87;279;2011.0;mandarin orange, galbanum, grapefruit;cinnamon, anise, saffron, opoponax, green notes, myrtle;cognac, tonka bean, virginia cedar;unknown;;warm spicy;woody;citrus;cinnamon;sweet;12522
61171;make-the-cover-for-him;playboy;USA;men;3,87;54;2020.0;green apple, cardamom, bergamot;lavender, violet, fruits;ambroxan, woodsy notes, patchouli, tonka bean;unknown;;lavender;amber;aromatic;musky;fruity;61171
51086;soul-focus;oriflame;Sweden;men;3,87;38;;black pepper, bergamot, geranium;violet leaf, lavender;amber, leather, cedar;fabienne coupaye;;fresh spicy;aromatic;citrus;amber;ozonic;51086
24958;eclat-homme;oriflame;Sweden;men;3,87;174;2014.0;bergamot;geranium;woody notes, amber;alexis dadier;;fresh spicy;woody;amber;aromatic;citrus;24958
49384;esprit-infini;hayari-parfums;France;unisex;3,87;31;2018.0;labdanum, artemisia;immortelle, rose, atlas cedar;amber, patchouli, benzoin;celine ripert;;amber;herbal;woody;warm spicy;patchouli;49384
64007;el-descanso;frassai;Argentina;unisex;3,87;75;2020.0;galbanum, ambrette (musk mallow), lemon;bran, green leaves, orris root, mimosa, geranium;cedar, sandalwood, tonka bean, vanilla;irina burlakova;;green;aromatic;woody;powdery;iris;64007
40805;tonkaccino;daniel-barros;Brazil;unisex;3,87;45;2016.0;cardamom, coriander, lavender, black currant;coffee, milk, cinnamon, patchouli;cacao, tonka bean, sugar, almond, musk;daniel barros;;warm spicy;sweet;coffee;cacao;vanilla;40805
5507;stetson-black;coty;USA;men;3,87;150;2005.0;sandalwood;woodsy notes, spices, lavender;suede;unknown;;woody;warm spicy;lavender;powdery;leather;5507
45030;06-black-platinum;banana-republic;USA;unisex;3,87;317;2017.0;pink pepper, cactus, lemon;orange blossom, moss, jasmine;leather, amber, patchouli;gino percontino;;white floral;leather;animalic;amber;citrus;45030
28051;vetiver-essence;ferrari;Italy;men;3,87;295;2014.0;cardamom, calabrian bergamot, pink pepper, sichuan pepper;vetiver, coffee, orris root;patchouli, hazelnut, tonka bean;unknown;;woody;aromatic;warm spicy;earthy;citrus;28051
56034;across-the-ocean;gravel;USA;unisex;3,87;30;2019.0;cashmere wood, agarwood (oud), lemon, bergamot;rose, tonka bean;musk, vanilla, guaiac wood;michael knudson;;musky;woody;vanilla;powdery;oud;56034
87776;khamzat-the-wolf;superz;Hungary;unisex;3,87;71;2023.0;apple, raspberry, cardamom, saffron;lily of the valley, white flowers, violet, cinnamon;leather, musk, woody notes, amber;h�seyin erdo?mu?;;white floral;leather;musky;fruity;fresh;87776
7553;hammam;tesori-d-oriente;Italy;unisex;3,87;857;;mandarin orange, lemon, almond blossom;orange blossom, jasmine;vanilla, amber, woodsy notes, musk;unknown;;citrus;white floral;sweet;floral;vanilla;7553
50034;first-instinct-blue;abercrombie-fitch;USA;men;3,87;515;2018.0;apple, bergamot, cardamom;lavender, rosemary, pepper;tonka bean, sandalwood, amber;yves cassar;;fresh spicy;aromatic;lavender;warm spicy;woody;50034
19391;giallo-elicriso;acca-kappa;Italy;men;3,87;47;;citron, watery notes, violet leaf;nutmeg, white pepper, immortelle;cedar, vetiver, benzoin;unknown;;woody;aquatic;fresh spicy;citrus;aromatic;19391
47681;cairo-summer;alexandria-fragrances;USA;unisex;3,87;31;2017.0;neroli, bergamot;jasmine, cardamom, pink pepper, nutmeg;virginia cedar, amber, guaiac wood, patchouli;hany hafez;;citrus;white floral;woody;fresh spicy;aromatic;47681
50727;la-dolce-vita;alexandria-fragrances;USA;men;3,87;30;2018.0;neroli, citruses, mandarin orange, bergamot;lavender, pepper, sage;tobacco, tonka bean, cedar;hany hafez;;citrus;aromatic;fresh spicy;lavender;tobacco;50727
77616;narcotic-bohemic;anomalia-paris;France;unisex;3,87;39;2022.0;cardamom, clove, clary sage;orris root, coffee, cedar;leather, tonka bean, vetiver, tobacco;unknown;;warm spicy;aromatic;iris;woody;leather;77616
21581;360-for-men;arabian-oud;Arabia saudi ;men;3,87;45;;lemon, musk;coriander;peach;unknown;;citrus;musky;aromatic;powdery;fruity;21581
11456;vanille-insensee;atelier-cologne;USA;unisex;3,87;3181;2011.0;lime, citron, coriander;vetiver, oak moss, jasmine;vanille, oak, amber;ralf schwieger;;vanilla;woody;citrus;aromatic;earthy;11456
30045;cedre-atlas;atelier-cologne;USA;unisex;3,87;1739;2015.0;lemon, bergamot, black currant;cedar, apricot, jasmine;vetiver, papyrus, amber;j�r�me epinette;;woody;citrus;aromatic;fruity;powdery;30045
30046;figuier-ardent;atelier-cologne;USA;unisex;3,87;552;2015.0;bergamot, anise, cardamom;fig leaf, fig, black pepper;cedar, iris, tonka bean;ralf schwieger;;woody;green;sweet;fruity;fresh;30046
